Informe o tempo medio entre clientes (s): Informe o tempo a ser simulado (s): 0, -NAN
10020, -0.00244534518263161971
10030, -0.00231413355923493214
10040, -0.00199108029920491703
10050, -0.00135642790150125592
10060, -0.00151725287071879933
10070, -0.00143612262137704505
10080, -0.00113701202189187001
10090, -0.00131609038476199203
10100, -0.00108626238594844438
10110, -0.00102572246022081259
10120, -0.00117600348180602055
10130, -0.00108314389125307997
10140, -0.00092724042739078527
10150, -0.00088216299548626864
10160, -0.00120864192961267491
10170, -0.00123392143320533165
10180, -0.00140517899235348409
10190, -0.00133679921339169283
10200, -0.00169528029137300251
10210, -0.00166308158738193157
10220, -0.00181853634480422244
10230, -0.00234371679671063760
10240, -0.00238630256223970605
10250, -0.00192454453325385799
10260, -0.00170544076480361184
10270, -0.00154752179727513095
10280, -0.00121578379071340947
10290, -0.00175562121347372369
10300, -0.00149214677240117055
10310, -0.00162587847141182351
10320, -0.00206171668083676707
10330, -0.00208886943878372477
10340, -0.00196235803714550627
10350, -0.00202449049497577249
10360, -0.00210809623702701288
10370, -0.00230624830994141661
10380, -0.00168980811113073059
10390, -0.00144324818986341086
10400, -0.00106999124556850234
10410, -0.00099024140373682457
10420, -0.00069160432080828116
10430, -0.00107562894393176123
10440, -0.00116279890019299614
10450, -0.00114763632350189937
10460, -0.00138191027259804144
10470, -0.00133744569164484517
10480, -0.00109556710042735261
10490, -0.00139122278832104485
10500, -0.00173333946965392727
10510, -0.00189693999761431087
10520, -0.00151544163969230539
10530, -0.00108305746663894809
10540, -0.00105402732522641429
10550, -0.00095828958002108777
10560, -0.00097620138496434805
10570, -0.00077300463442320222
10580, -0.00068226493915002351
10590, -0.00062585729976838422
10600, -0.00038936048151683167
10610, -0.00031795940908274645
10620, -0.00023944605086079207
10630, 0.00019479740438033133
10640, 0.00012367265211121747
10650, -0.00003040190008629651
10660, -0.00040936851556327980
10670, -0.00059350944837888164
10680, -0.00034041721441990802
10690, -0.00064171982626337609
10700, -0.00045718921443960170
10710, -0.00017095615467876968
10720, -0.00010944534600909606
10730, -0.00048625528019030639
10740, -0.00001760205257550496
10750, 0.00002262321452217719
10760, -0.00026907593386571449
10770, -0.00049250744933893031
10780, -0.00072403919225383362
10790, -0.00055690193492541340
10800, -0.00060118187186031236
10810, -0.00041923924135112145
10820, -0.00049641174723014103
10830, -0.00026528386841739859
10840, -0.00092179348447540832
10850, -0.00099148094365641981
10860, -0.00073631141545327239
10870, -0.00066853215038875646
10880, -0.00056768348406244229
10890, -0.00023696221160562914
10900, -0.00006672192082923800
10910, 0.00006565621068244099
10920, 0.00003969373079204530
10930, -0.00009767591486831151
10940, -0.00006764413235682554
10950, 0.00012723444257822791
10960, 0.00003277561931991357
10970, 0.00040919606935307939
10980, 0.00036984261315531342
10990, 0.00021840780086801459
11000, 0.00067980111333376669
11010, 0.00085254102033704982
11020, 0.00016328759431250006
11030, -0.00021208248660720130
11040, 0.00007299805632676737
11050, -0.00028128298535090579
11060, -0.00058741413002216802
11070, 0.00005066562640987371
11080, 0.00016707986392461294
11090, 0.00112879806278609607
11100, 0.00067049218324477522
11110, 0.00158211667406948919
11120, 0.00204589210868011406
11130, 0.00211296598060606300
11140, -0.00031900226080860961
11150, 0.00046820162964067435
11160, 0.00052358101139393654
11170, 0.00050748104420605955
11180, -0.00015383467587426480
11190, -0.00072673927663746696
11200, -0.00053673014988753209
11210, -0.00047072826656524569
11220, 0.00027441545520012767
11230, -0.00001501281040106051
11240, 0.00034822730334660434
11250, 0.00084725780477068469
11260, 0.00036501104070385537
11270, 0.00079983413007500559
11280, 0.00018927812085944851
11290, 0.00084351963726980728
11300, 0.00129825028138252918
11310, 0.00010589772098335004
11320, 0.00070805466850920595
11330, 0.00029190408197354856
11340, -0.00063431087865239988
11350, -0.00007887443264920080
11360, 0.00051549216734958492
11370, 0.00058967253620156868
11380, 0.00099763361530058603
11390, 0.00084568763484682563
11400, 0.00160189795761933595
11410, 0.00151377997816215526
11420, 0.00275639659030080253
11430, 0.00268433280233626448
11440, 0.00317034241394509309
11450, 0.00425552578958487970
11460, 0.00447273051289087675
11470, 0.00479118815991075309
11480, 0.00389477469292742740
11490, 0.00442385465476835549
11500, 0.00482559433707230312
11510, 0.00432237025075199455
11520, 0.00505524548393943007
11530, 0.00518406600308995991
11540, 0.00525254318807100162
11550, 0.00553493867509757820
11560, 0.00675059763199037377
11570, 0.00699222147628653090
11580, 0.00706896513064325660
11590, 0.00694687824366813089
11600, 0.00758563152986546640
11610, 0.00702467225180480881
11620, 0.00698240292538443441
11630, 0.00801011015154617922
11640, 0.00841320451483795750
11650, 0.00842738955230881714
11660, 0.00803991766990108658
11670, 0.00834392457475097160
11680, 0.00800111188528163098
11690, 0.00769833898851590703
11700, 0.00785276320834249475
11710, 0.00771494055633858977
11720, 0.00793141901420924000
11730, 0.00836590180772578407
11740, 0.00849412039298780286
11750, 0.00904458045471834282
11760, 0.00906088612074995581
11770, 0.00895287121711874079
11780, 0.00860138613442806843
11790, 0.00880897397410329575
11800, 0.00823159029600883940
11810, 0.00847653599080278042
11820, 0.00839921099574603147
11830, 0.00808429393734222401
11840, 0.00858970954554472144
11850, 0.00886496127639091469
11860, 0.00892180072598947049
11870, 0.00861848313767055174
11880, 0.00830160269946489393
11890, 0.00874317345298347703
11900, 0.00846216711602565397
11910, 0.00826652101871960809
11920, 0.00839101849519607867
11930, 0.00795994150585954685
11940, 0.00695984577383157443
11950, 0.00806461908978128861
11960, 0.00942804745484604467
11970, 0.00922236751383831432
11980, 0.00942209697056917150
11990, 0.01006824949502949096
12000, 0.00969508426686438440
12010, 0.00916664823469304224
12020, 0.00936428886426909912
12030, 0.00951771000692502867
12040, 0.00967323949249188075
12050, 0.00966654237289965579
12060, 0.01008256422110420658
12070, 0.01045400970667387242
12080, 0.01064926743729088798
12090, 0.01091966073038896923
12100, 0.01134765004812177125
12110, 0.01092344877872442055
12120, 0.01127353779633022413
12130, 0.01116139400251370262
12140, 0.01123193161251201388
12150, 0.01158954989347193987
12160, 0.01120194222654369298
12170, 0.01127007987324191163
12180, 0.01000141864539205727
12190, 0.00934168383497802068
12200, 0.00875984067063928507
12210, 0.00994578321732753068
12220, 0.01009766190062766356
12230, 0.00985369549931913724
12240, 0.01025760331383906987
12250, 0.01000494454999589777
12260, 0.01022468528023523504
12270, 0.00994956291664372827
12280, 0.00991177670802922961
12290, 0.00987981325536946287
12300, 0.00970245627581256542
12310, 0.00896055603533696399
12320, 0.00950174507234446963
12330, 0.00926614168014427975
12340, 0.00852660478682398804
12350, 0.00814025540803431369
12360, 0.00758317922089979390
12370, 0.00759884209380068398
12380, 0.00701599142508602114
12390, 0.00826444724040786838
12400, 0.00829027918880420600
12410, 0.00785752303670150809
12420, 0.00755663199979128564
12430, 0.00806834230221475934
12440, 0.00779136064130092620
12450, 0.00786916454581021441
12460, 0.00815174254258366204
12470, 0.00842010171299900634
12480, 0.00883988019187320617
12490, 0.00827380822701151430
12500, 0.00815101511405469381
12510, 0.00823956724372632010
12520, 0.00553036975006548914
12530, 0.00516577470336976319
12540, 0.00585536632476291174
12550, 0.00622820025314041459
12560, 0.00559677330896324321
12570, 0.00553319894657278155
12580, 0.00597474810321951821
12590, 0.00676038361851727387
12600, 0.00658321931662264603
12610, 0.00655817372339395632
12620, 0.00528384289303396315
12630, 0.00505631743073831075
12640, 0.00579362588498533171
12650, 0.00503672381911535183
12660, 0.00445787775474926207
12670, 0.00421653210169115056
12680, 0.00436170306996874757
12690, 0.00463335677291176751
12700, 0.00469747095080652599
12710, 0.00403520193314133024
12720, 0.00433780945145656460
12730, 0.00405303614063079465
12740, 0.00336913244284087199
12750, 0.00376342741870328013
12760, 0.00355231579538184405
12770, 0.00381090248536786191
12780, 0.00368277785704496097
12790, 0.00346845120020944364
12800, 0.00387959250436420433
12810, 0.00413992839270171942
12820, 0.00388907719471109914
12830, 0.00390447162683038584
12840, 0.00537643959637623681
12850, 0.00635766257874958995
12860, 0.00596030598743446660
12870, 0.00642564780971888183
12880, 0.00614252748429677808
12890, 0.00588800958499202665
12900, 0.00615661670385758697
12910, 0.00580658792735455620
12920, 0.00656695174761168232
12930, 0.00754429785536014919
12940, 0.00760217446120581286
12950, 0.00803415275835206444
12960, 0.00856894802186758398
12970, 0.00895405269835425344
12980, 0.00801139695647901107
12990, 0.00783678073676785658
13000, 0.00727925915320781769
13010, 0.00698656312779277755
13020, 0.00614346138721622026
13030, 0.00674486040715027713
13040, 0.00573162485911193897
13050, 0.00617279950146532030
13060, 0.00526056558093035420
13070, 0.00592944002009954119
13080, 0.00623054919758381232
13090, 0.00613706552844650588
13100, 0.00682264389366782353
13110, 0.00689322465702080223
13120, 0.00690506863715523167
13130, 0.00665651287826385385
13140, 0.00698510364696414143
13150, 0.00750067276925125981
13160, 0.00754724408556839421
13170, 0.00794781313655956723
13180, 0.00697473624696876016
13190, 0.00708882041502256754
13200, 0.00777009887188384596
13210, 0.00812630002316527822
13220, 0.00784688787374321350
13230, 0.00688809350660335440
13240, 0.00703369570760514762
13250, 0.00743630289294561209
13260, 0.00774902334802529680
13270, 0.00729566099871270524
13280, 0.00672517673908235025
13290, 0.00594645790671499697
13300, 0.00672858177447199779
13310, 0.00709291658341548725
13320, 0.00612851961257998568
13330, 0.00607886038503924198
13340, 0.00690676654586575012
13350, 0.00717724900190130910
13360, 0.00655184757054971811
13370, 0.00632260374100290790
13380, 0.00657181250793836824
13390, 0.00660888207202869893
13400, 0.00692716068517107431
13410, 0.00708052863745400884
13420, 0.00687089969076826179
13430, 0.00757323025658784843
13440, 0.00777731533994074908
13450, 0.00767720650186554110
13460, 0.00807893367068057699
13470, 0.00783982156687290654
13480, 0.00807523887590289036
13490, 0.00887610511559699944
13500, 0.00855881791413981574
13510, 0.00886734633261809790
13520, 0.00888190176433667489
13530, 0.00844103371003424030
13540, 0.00891977757603168442
13550, 0.00826692740140622107
13560, 0.00780081702365542640
13570, 0.00776231877878075238
13580, 0.00798717078225230637
13590, 0.00770317834532097123
13600, 0.00838040034084386321
13610, 0.00772905220656383563
13620, 0.00849983651754016023
13630, 0.00784290099740481139
13640, 0.00763149158321763110
13650, 0.00715017641511384028
13660, 0.00750948689324459906
13670, 0.00657980565922500205
13680, 0.00657192726882716016
13690, 0.00604981175734931043
13700, 0.00634832544965036050
13710, 0.00620691202618761650
13720, 0.00626889535417785027
13730, 0.00578523220882143363
13740, 0.00647538748032427947
13750, 0.00668788423996691250
13760, 0.00700862661270917897
13770, 0.00660433905371693442
13780, 0.00744792313841013964
13790, 0.00703122276375012234
13800, 0.00755399574037163291
13810, 0.00774408395088510559
13820, 0.00714970798142111619
13830, 0.00659333542271767215
13840, 0.00594343028120203343
13850, 0.00578020328832185015
13860, 0.00496257234196217922
13870, 0.00500560917811565531
13880, 0.00465587177406590058
13890, 0.00429251972163502415
13900, 0.00436529631512705407
13910, 0.00475253601761327360
13920, 0.00487390089813999339
13930, 0.00462474441083937649
13940, 0.00411394164352252290
13950, 0.00372394769378026069
13960, 0.00398443547553917199
13970, 0.00349566285690094958
13980, 0.00369906288371524283
13990, 0.00367938841252080096
14000, 0.00347622206792230770
14010, 0.00430784009376061761
14020, 0.00442261664119580900
14030, 0.00380350212940072652
14040, 0.00363501502782437313
14050, 0.00323900000634758101
14060, 0.00292149810476072247
14070, 0.00288129350822075025
14080, 0.00351845119520177718
14090, 0.00296503795209179799
14100, 0.00272264272506994587
14110, 0.00349891678870140055
14120, 0.00263003090452773591
14130, 0.00260479265820379169
14140, 0.00326059047301718863
14150, 0.00196028570691542114
14160, 0.00247042796443963653
14170, 0.00296039090027111484
14180, 0.00263549186443778893
14190, 0.00214339844864053219
14200, 0.00288019310788012461
14210, 0.00208165698759188444
14220, 0.00182383581994205457
14230, 0.00145248148802856747
14240, 0.00070226481204294089
14250, 0.00053539395022816905
14260, 0.00060679646039840662
14270, 0.00033018269044138293
14280, 0.00054853455009062912
14290, 0.00063727733611962378
14300, 0.00128640304472060762
14310, 0.00139465981219277779
14320, 0.00111952808040172158
14330, 0.00102031082108489102
14340, 0.00103175057412308036
14350, 0.00119873026455774578
14360, 0.00036159728420592785
14370, 0.00073034798228110986
14380, 0.00033768829685865143
14390, 0.00117117260570687165
14400, 0.00096133846530843670
14410, 0.00027772309842077902
14420, 0.00017561587138192891
14430, -0.00012929965055707981
14440, -0.00082984774029970509
14450, -0.00107515026073379261
14460, -0.00106018248999895093
14470, -0.00066826721364421360
14480, -0.00063266432385145066
14490, 0.00028713420517423316
14500, 0.00044127846556918371
14510, 0.00039851952441694038
14520, 0.00042425563008396949
14530, 0.00041418458753295084
14540, -0.00012049791634893836
14550, -0.00008897938097796043
14560, 0.00081274307183676342
14570, 0.00091371974930076760
14580, 0.00053701887331669695
14590, 0.00036671954797373729
14600, 0.00068655871946710079
14610, 0.00004096383197804698
14620, 0.00001922873130233427
14630, 0.00015793922825402262
14640, 0.00034410550766228454
14650, 0.00017561978116820143
14660, -0.00017127606134970108
14670, -0.00028595439134360134
14680, 0.00021197494804958694
14690, -0.00034106824863400220
14700, 0.00052554324083686765
14710, 0.00057183257272708232
14720, 0.00174849208504390674
14730, 0.00205585840032096456
14740, 0.00180880167381936019
14750, 0.00148958320963732405
14760, 0.00084229539067592896
14770, 0.00089596994044871536
14780, 0.00059357654209435395
14790, 0.00075350661878470504
14800, 0.00102446788493892882
14810, 0.00124554166711376979
14820, 0.00221326922219766686
14830, 0.00287349580403972737
14840, 0.00233416665224961406
14850, 0.00220843943783677332
14860, 0.00191266706100901018
14870, 0.00203599552513544779
14880, 0.00254459850243460295
14890, 0.00176906489031036784
14900, 0.00174194292760621039
14910, 0.00259215157209702340
14920, 0.00237312505603703983
14930, 0.00203314829867107250
14940, 0.00150311151210580363
14950, 0.00148918321690949540
14960, 0.00098988192634408279
14970, 0.00150212137425675962
14980, 0.00158313393224851495
14990, 0.00177083273408218389
15000, 0.00193606914339206071
15010, 0.00151813411209378302
15020, 0.00084019370286547712
15030, 0.00020412167310279727
15040, 0.00042699281959723834
15050, 0.00087795094962128672
15060, 0.00114448891395824148
15070, 0.00088770655200232085
15080, 0.00156577225545184717
15090, 0.00104948392947612490
15100, 0.00137689902831539257
15110, 0.00145242826868141606
15120, 0.00144139816529076370
15130, 0.00170778569210838782
15140, 0.00147099097479586050
15150, 0.00151304998493362319
15160, 0.00127024294930766501
15170, 0.00122698092912543189
15180, 0.00136879127371525300
15190, 0.00204758712545771715
15200, 0.00224226681566896957
15210, 0.00235158624864162391
15220, 0.00158801713055289895
15230, 0.00006212253169568527
15240, 0.00001185889857069355
15250, -0.00059896707313633613
15260, -0.00043703384956028657
15270, -0.00040695359073872339
15280, -0.00000845985362118995
15290, -0.00067087292294587542
15300, -0.00069023697002279505
15310, -0.00110966208472795813
15320, -0.00045358278294926890
15330, -0.00043777447294601757
15340, 0.00020129931282397706
15350, 0.00024178911508432321
15360, -0.00010977906126186099
15370, -0.00010137386164998929
15380, -0.00008291936411364276
15390, -0.00057249866056974241
15400, -0.00031730147488673310
15410, -0.00008213711218818531
15420, -0.00036627400942457200
15430, 0.00059702521553717247
15440, -0.00044986909633859540
15450, -0.00028966923498341401
15460, 0.00008337125373802934
15470, 0.00058301334282617745
15480, 0.00027552934787244965
15490, -0.00096778838622935126
15500, -0.00221344123551947547
15510, -0.00238151525107088702
15520, -0.00287040429835805355
15530, -0.00297728493777160708
15540, -0.00304985170294980179
15550, -0.00294130904151135297
15560, -0.00295310244419599854
15570, -0.00257421325708495630
15580, -0.00373354203774756144
15590, -0.00234519466999483228
15600, -0.00248195085017055561
15610, -0.00255610799454686344
15620, -0.00352031581643874603
15630, -0.00401746617156550911
15640, -0.00431063112955865080
15650, -0.00400454498955937765
15660, -0.00356769515591004449
15670, -0.00512681786820046170
15680, -0.00546195138047433915
15690, -0.00569240550152105840
15700, -0.00638480090371462694
15710, -0.00495870765723438467
15720, -0.00448466098882871478
15730, -0.00364292605155469573
15740, -0.00347120309511073089
15750, -0.00340386330959496775
15760, -0.00323724626588806075
15770, -0.00290643289051661924
15780, -0.00505853902092834318
15790, -0.00447645502065530110
15800, -0.00519376910412816528
15810, -0.00607632826218384992
15820, -0.00608213701274173957
15830, -0.00653829384449888806
15840, -0.00608956251376024937
15850, -0.00597897100912891943
15860, -0.00639894846142752272
15870, -0.00607674374733058187
15880, -0.00574292200573900402
15890, -0.00577551387931141136
15900, -0.00642025724500872030
15910, -0.00569413885446223844
15920, -0.00596609621360055797
15930, -0.00553903756016804749
15940, -0.00493664693786577402
15950, -0.00418210265721885577
15960, -0.00615433025470757400
15970, -0.00417015966562139795
15980, -0.00524349313563554631
15990, -0.00318891038639979030
16000, -0.00349251723853338802
16010, -0.00354325319666148886
16020, -0.00191294500490446495
16030, -0.00040136226217146742
16040, 0.00084268875793824805
16050, 0.00164527643146783475
16060, 0.00100805159908290420
16070, 0.00042722194701294569
16080, 0.00013116209167396420
16090, 0.00138517384375180796
16100, 0.00234860448657148169
16110, 0.00185802542835578066
16120, 0.00077293950587886684
16130, 0.00133751172322238432
16140, 0.00261679336285958186
16150, 0.00329090679066812442
16160, 0.00384709760467050188
16170, 0.00300722020872790097
16180, 0.00296078137962130228
16190, 0.00178429249185541039
16200, 0.00335938080871578393
16210, 0.00403172181628708159
16220, 0.00336664749772808136
16230, 0.00200261241514443356
16240, 0.00153770223303340003
16250, -0.00116927425847901389
16260, -0.00163211623421410934
16270, -0.00098299357803810494
16280, -0.00240719685683910001
16290, -0.00393402866033021326
16300, -0.00351291430644096181
16310, -0.00359513350677875820
16320, -0.00496030583910744838
16330, -0.00475539787318535190
16340, -0.00229828009010812906
16350, -0.00194654842347219414
16360, -0.00263665144235236681
16370, -0.00317400288008773401
16380, -0.00300179939727929224
16390, -0.00184500104615636928
16400, -0.00363392128948181181
16410, -0.00351521245296915197
16420, -0.00376464623479222382
16430, -0.00383227775068561982
16440, -0.00277595289442089665
16450, -0.00308168355855098497
16460, -0.00501539824921870547
16470, -0.00507499094585561750
16480, -0.00468039550399268478
16490, -0.00603786744589207558
16500, -0.00664066886013170432
16510, -0.00759647604459257053
16520, -0.00705582080735212003
16530, -0.00586474188023267118
16540, -0.00506575020153299249
16550, -0.00413655574537585835
16560, -0.00420325441534252775
16570, -0.00590986251354230774
16580, -0.00511857145001304303
16590, -0.00443050534646172167
16600, -0.00451073858191186616
16610, -0.00447227723605525540
16620, -0.00497262916592333681
16630, -0.00547678622166092310
16640, -0.00487861522798294089
16650, -0.00389329508553526438
16660, -0.00496385429468659822
16670, -0.00324464575940552891
16680, -0.00239489196329589760
16690, -0.00377467542553766577
16700, -0.00290414680726680530
16710, -0.00310090976373533778
16720, -0.00309878122729045913
16730, -0.00345118170966784987
16740, -0.00374942821637613832
16750, -0.00345674721168975907
16760, -0.00465046547094249973
16770, -0.00318669271879112870
16780, -0.00254215373972410674
16790, -0.00199505794059096075
16800, -0.00139407876392994012
16810, -0.00084812542014400805
16820, 0.00047440004789933710
16830, 0.00063144228226263976
16840, 0.00066374390730228328
16850, 0.00120465017754334269
16860, 0.00191394060014626888
16870, 0.00055271957135705208
16880, -0.00119089017388240848
16890, -0.00186804233611148618
16900, -0.00265948348515276933
16910, -0.00185414907338721235
16920, -0.00163887408724860961
16930, -0.00268441825087339936
16940, -0.00302470446968872153
16950, -0.00368582198405142947
16960, -0.00418776140747834091
16970, -0.00387115370629587119
16980, -0.00311806960258298460
16990, -0.00432581964629630278
17000, -0.00261539218366557691
17010, -0.00286605469702649884
17020, -0.00298820850007430749
17030, -0.00415634383421714659
17040, -0.00404697867036585279
17050, -0.00513144065731729881
17060, -0.00512510344847516564
17070, -0.00458001456368961612
17080, -0.00419903708383184693
17090, -0.00375691748268014436
17100, -0.00384823611549300892
17110, -0.00234878535070848216
17120, -0.00182388697599122906
17130, -0.00170153620153001839
17140, -0.00148041427671063985
17150, -0.00181423624638377134
17160, -0.00174523829890560478
17170, -0.00208088466368661074
17180, -0.00246096027155129349
17190, -0.00227297325179431908
17200, -0.00258436528619299111
17210, -0.00228676171545849627
17220, -0.00115053939874520950
17230, -0.00167979956246799844
17240, -0.00153443518673590518
17250, -0.00145335184428940778
17260, -0.00244343990586681770
17270, -0.00219792978283805951
17280, -0.00215447060763018783
17290, -0.00227551881073306816
17300, -0.00215167901194135425
17310, -0.00166790834865704340
17320, -0.00268848380575636980
17330, -0.00298896669333359455
17340, -0.00322961414288336357
17350, -0.00399227525707512854
17360, -0.00318867578459158807
17370, -0.00466923371219518657
17380, -0.00324093745751596884
17390, -0.00322140328635711626
17400, -0.00296635172875969744
17410, -0.00308972455759892739
17420, -0.00260228988296962171
17430, -0.00207842561095805678
17440, -0.00182018584077070500
17450, -0.00227412987370367858
17460, -0.00170658773686938048
17470, -0.00181485988759000350
17480, -0.00230386276489102926
17490, -0.00114569796108732191
17500, -0.00056218830113774487
17510, -0.00001099287164763041
17520, -0.00150702222397658403
17530, -0.00033037514721545591
17540, 0.00005779531312022357
17550, 0.00060086669675296633
17560, 0.00125230705339340886
17570, 0.00072020526346872060
17580, -0.00080566283381333648
17590, -0.00096959381089867236
17600, -0.00268958911348970986
17610, -0.00217602233008662438
17620, -0.00182691124540035332
17630, -0.00304152999805129554
17640, -0.00201916481823527505
17650, -0.00283129124834768930
17660, -0.00163881064600257531
17670, -0.00166294974378811133
17680, -0.00282584428467291815
17690, -0.00319683994758168666
17700, -0.00370441533934329215
17710, -0.00282645532242931097
17720, -0.00179375902320888514
17730, -0.00131722934082123544
17740, -0.00177912123010504075
17750, -0.00308904319518443771
17760, -0.00320167864564169236
17770, -0.00445905409229663263
17780, -0.00409526443121599470
17790, -0.00440872254809132613
17800, -0.00458131768287639574
17810, -0.00494967172463400829
17820, -0.00681437141361218579
17830, -0.00577515516822657560
17840, -0.00595881943857534679
17850, -0.00509248007911633493
17860, -0.00538658969561289780
17870, -0.00451579407545832368
17880, -0.00377832894978613609
17890, -0.00401807209411231270
17900, -0.00456823509979820130
17910, -0.00430928774656713642
17920, -0.00556754508972723272
17930, -0.00602862038734031103
17940, -0.00585422935282409185
17950, -0.00617242481761071105
17960, -0.00619387118201331077
17970, -0.00615293200371347382
17980, -0.00654529549932458821
17990, -0.00567346954696557049
18000, -0.00610357968243313564
18010, -0.00688321912910794254
18020, -0.00644936125406303518
18030, -0.00695847566262397521
18040, -0.00851923281702493540
18050, -0.01043299781244488855
18060, -0.00940258234948299076
18070, -0.01047147157678995910
18080, -0.01170922147619002374
18090, -0.01276837992976265213
18100, -0.01342011732926362555
18110, -0.01237353880873737211
18120, -0.01214218540908262867
18130, -0.01178193921020920243
18140, -0.01210181845397961808
18150, -0.01178921682895595069
18160, -0.01239229585814261014
18170, -0.01169909171133287629
18180, -0.01243896134470379167
18190, -0.01254666545269778055
18200, -0.01435437660830274353
18210, -0.01469688646220035366
18220, -0.01530478680534663738
18230, -0.01597256801577451313
18240, -0.01739862393123470241
18250, -0.01734142536136840107
18260, -0.01753786895134279433
18270, -0.01714329829942240480
18280, -0.01738151435340196116
18290, -0.01692996610027197590
18300, -0.01602761957986054142
18310, -0.01591363774814347209
18320, -0.01667036237824692790
18330, -0.01663816896011560686
18340, -0.01578062704705818220
18350, -0.01498179717492043039
18360, -0.01477055483808964453
18370, -0.01521305205214407152
18380, -0.01635250973229585014
18390, -0.01631866168411288953
18400, -0.01674953415236934973
18410, -0.01551193084875901462
18420, -0.01552106451405332876
18430, -0.01584108037385334455
18440, -0.01642882193527750445
18450, -0.01772925045196238614
18460, -0.01854902838993854886
18470, -0.01756938580988087750
18480, -0.01715132608485880894
18490, -0.01820533387296574546
18500, -0.01695981376338906443
18510, -0.01621943245989765359
18520, -0.01585572609551633150
18530, -0.01687644271705224241
18540, -0.01674515886707261814
18550, -0.01701264382066014491
18560, -0.01716528772915637546
18570, -0.01754737747964529859
18580, -0.01608632971362577990
18590, -0.01583595647155178199
18600, -0.01686271787667603661
18610, -0.01666785923041480544
18620, -0.01611236462174936435
18630, -0.01674420067250448341
18640, -0.01669888949580222715
18650, -0.01724088406990098576
18660, -0.01814572787105461771
18670, -0.01869827042212168777
18680, -0.01927819937136288075
18690, -0.01910235281861005774
18700, -0.01955486867540834339
18710, -0.02054338335541139315
18720, -0.01955165403209324637
18730, -0.02071345787768130720
18740, -0.01986874451672093755
18750, -0.01993560241240199815
18760, -0.01901128776383487207
18770, -0.01886171880048159721
18780, -0.01945425616664486768
18790, -0.01944668044823760766
18800, -0.01922365979554996329
18810, -0.01937369349275641639
18820, -0.01875243173994345369
18830, -0.01909692985728650427
18840, -0.01891538881297361030
18850, -0.01868724119560116748
18860, -0.01843537689922492007
18870, -0.01924936493615092559
18880, -0.01878361289316998750
18890, -0.01941894278088796000
18900, -0.01983714209736398004
18910, -0.01837786263192420222
18920, -0.01770212147564720340
18930, -0.01808212331201719536
18940, -0.01858658516046407527
18950, -0.02098841265426099056
18960, -0.02005158539389029215
18970, -0.02021161089001033417
18980, -0.02011775148912331446
18990, -0.01964550795504038661
19000, -0.02034586897914270054
19010, -0.02081744928448081566
19020, -0.02111829327378522692
19030, -0.02057961553143172750
19040, -0.02020459883903136244
19050, -0.01956127583327038622
19060, -0.01948448261950819216
19070, -0.01897295349801009223
19080, -0.01886765430835879442
19090, -0.01950277236493569433
19100, -0.01929055407461977012
19110, -0.01974074785104562579
19120, -0.01985190355595634060
19130, -0.01993633307798337029
19140, -0.01980246693208442821
19150, -0.02061519383972676422
19160, -0.01930883402271721394
19170, -0.01969375477063817215
19180, -0.01962134612456445382
19190, -0.01904653240456077867
19200, -0.01845149318978034358
19210, -0.01865122406984554004
19220, -0.01819491381423610221
19230, -0.01736389108676661408
19240, -0.01653800240248326503
19250, -0.01688704803855678449
19260, -0.01876988865475048840
19270, -0.01803115697001356210
19280, -0.01857814463969731378
19290, -0.01773288215964274883
19300, -0.01649470597022428819
19310, -0.01613772416235104146
19320, -0.01691514498067636652
19330, -0.01573344958052125264
19340, -0.01458760534674041764
19350, -0.01366262752569191719
19360, -0.01248687549266680463
19370, -0.01277060394150097977
19380, -0.01292669588224271138
19390, -0.01162572937109818128
19400, -0.01120194429548604376
19410, -0.01191734135858002475
19420, -0.01155012147740208661
19430, -0.01275799272911637416
19440, -0.01327947294903975006
19450, -0.01241692621672019214
19460, -0.01225881261530759048
19470, -0.01276573912236589337
19480, -0.01288691269389463656
19490, -0.01254072462432276325
19500, -0.01259168157733725479
19510, -0.01290687269730828035
19520, -0.01375696530216874436
19530, -0.01354374417570092248
19540, -0.01300434570251596256
19550, -0.01312934588713243755
19560, -0.01321397802417578760
19570, -0.01356758849654138288
19580, -0.01416489389045771929
19590, -0.01389274456733069485
19600, -0.01412000264602841781
19610, -0.01344382620525585992
19620, -0.01307998314091474157
19630, -0.01372162054907732909
19640, -0.01330493069456917254
19650, -0.01362836080812535045
19660, -0.01349488505868201571
19670, -0.01387407216802394316
19680, -0.01405161886984718222
19690, -0.01449436630902045664
19700, -0.01426768438911452108
19710, -0.01314922002603946538
19720, -0.01461825729307619781
19730, -0.01387290273103491955
19740, -0.01369796175419502049
19750, -0.01316474538840139985
19760, -0.01305714662017720684
19770, -0.01228060978392075953
19780, -0.01245427236840335183
19790, -0.01267028155676452883
19800, -0.01269833828826083533
19810, -0.01365612586056741407
19820, -0.01323406221384715309
19830, -0.01322511425824668407
19840, -0.01336057175662297425
19850, -0.01465556776698928587
19860, -0.01350418204448455839
19870, -0.01325830181063381019
19880, -0.01371330290027028553
19890, -0.01385144009865513226
19900, -0.01245758225479765002
19910, -0.01237257495172627841
19920, -0.01259081047158971955
19930, -0.01274425752529584344
19940, -0.01351628761960288472
19950, -0.01307564665378535551
19960, -0.01367220177144723436
19970, -0.01490387134033266392
19980, -0.01397102583397380471
